id,item_id,name,url,brand,category,price,msrp,review_score,review_count,cereal,cold_cereal,day,cereal_order,cold_cereal_order,image
762,951758284,"Lucky Charms Cereal, Single-Serve 1.73oz Cup, 6/Pack, Sold as 1 Package, 6 Each per Package",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FLucky-Charms-Cereal-Single-Serve-1-73oz-Cup-6-Pack-Sold-as-1-Package-6-Each-per-Package%2F951758284%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Lucky Charms,Food > Breakfast & Cereal > Cold Cereal,18.4,27.14,,,t,t,1,791,694,https://i5.walmartimages.com/asr/b7c35523-20a1-4062-8f3e-81a66ccd9cd4_1.67ef5766e8ed0260641d4ef14ced40d3.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
719,337001506,"Honey Bunches of Oats Cereal Pecan & Maple Brown Sugar, 14.5 OZ",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FHoney-Bunches-of-Oats-Cereal-Pecan-Maple-Brown-Sugar-14-5-OZ%2F337001506%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Honey Bunches of Oats,Food > Breakfast & Cereal > Cold Cereal,12.79,,,,t,t,1,748,658,https://i5.walmartimages.com/asr/7f67cece-6fb4-41b9-9883-0db25aded2d0_1.5284ebe276cac7e9bb1c5bcc29cd1572.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
769,105651752,12 PACKS : Kellogg's Cereals Variety Fun Pak - 8 ct,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2F12-PACKS-Kellogg-s-Cereals-Variety-Fun-Pak-8-ct%2F105651752%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kellogg's,Food > Breakfast & Cereal > Cold Cereal,76.73,,,,t,t,1,799,701,https://i5.walmartimages.com/asr/42b635e4-ac88-45aa-9549-eaa7aaa406f7_1.bc76244c67c6da54efe879f12e1dc044.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
830,10321383,"Nature's Path Organic Optimum Power Blueberry Cinnamon Flax Cereal, 14.0 OZ",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-Optimum-Power-Blueberry-Cinnamon-Flax-Cereal-14-0-OZ%2F10321383%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,41.61,42.99,,,t,t,1,859,660,https://i5.walmartimages.com/asr/ddb42fe9-1617-41d3-b3ab-918b001c27db_1.06452eff59aabe82336e2c3c544add47.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
854,103202115,"Natures Path Lightly Frosted Amazon Flakes Cereal, 14 OZ (Pack of 6)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNatures-Path-Lightly-Frosted-Amazon-Flakes-Cereal-14-OZ-Pack-of-6%2F103202115%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,37.28,,,,t,t,1,862,704,https://i5.walmartimages.com/asr/ede3bc96-cc36-4d53-8123-0b23f5a83516_1.5b8373f72277f4dc0a2e3e9842b4ce0e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
862,159231343,Dr. McDougall's Organic Superfood Hot Cereal Mega Omega Packets - 4 CT,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FDr-McDougall-s-Organic-Superfood-Hot-Cereal-Mega-Omega-Packets-4-CT%2F159231343%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Oatmeal & Hot Cereal,33.35,50.03,,,t,,1,869,,https://i5.walmartimages.com/asr/a08e7bb1-aab3-4ab4-947c-058207727c27_1.ff5fc83d15e75338cf046cda9354861f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
852,176872639,"Cereal Flakes with Honey- Medolino, 7oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FCereal-Flakes-with-Honey-Medolino-7oz%2F176872639%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,3.91,,,,t,t,1,887,990,https://i5.walmartimages.com/asr/34845bee-696f-4edb-9be8-088f950d134a_1.8f8e26f4fa9c4d0ba33fc1b3e7ee5fd7.png?odnHeight=100&odnWidth=100&odnBg=FFFFFF
876,185492571,One Free NineChef Spoon + Greenmax - Yam ; Multi Grains Cereal (3 Bag),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FOne-Free-NineChef-Spoon-Greenmax-Yam-amp-Multi-Grains-Cereal-3-Bag%2F185492571%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,38.99,,,,t,t,1,895,1034,https://i5.walmartimages.com/asr/fe109d6b-6aa9-404d-9c69-fe1095097eaa_1.0c46b9334ffd566f1cb3a14bf95a8400.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
882,191739828,One Free NineChef Spoon + Greenmax Yam ; Black Sesame Instant Cereal (13 Servings  15.9 Oz.) (4 Bag),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FOne-Free-NineChef-Spoon-Greenmax-Yam-amp-Black-Sesame-Instant-Cereal-13-Servings-15-9-Oz-4-Bag%2F191739828%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,48.99,,,,t,t,1,901,842,https://i5.walmartimages.com/asr/de84a53a-e723-436c-85c5-b6a4407c0c55_1.ad61a900efc227b7473989fcf4430aad.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
896,365039738,"Kay's Natural Gluten Free Protein Honey Almond Cereal, 9.5 oz(pack of 3)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKay-s-Natural-Gluten-Free-Protein-Honey-Almond-Cereal-9-5-oz-pack-of-3%2F365039738%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,35.99,,,,t,t,1,914,24126,https://i5.walmartimages.com/asr/f9c99d6a-04ab-43a6-9931-da36af3cb11a_1.d3742442b6eb589a7f206d8ae6c63538.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
930,972742498,Erewhon Harvest Medley Cereal Gluten Free -- 10 oz pack of 4,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FErewhon-Harvest-Medley-Cereal-Gluten-Free-10-oz-pack-of-4%2F972742498%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,41.99,,,,t,t,1,924,1000,https://i5.walmartimages.com/asr/1bfd705d-1b94-435c-aaff-bc97efc20a4b_1.b255a04ec1d21bfd244e33cb6c85ef20.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
931,855527994,Vigilant Eats Banana Chia Superfood Cereal 3 oz Bowls - Pack of 12,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FVigilant-Eats-Banana-Chia-Superfood-Cereal-3-oz-Bowls-Pack-of-12%2F855527994%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,43.7,,,,t,t,1,925,1038,https://i5.walmartimages.com/asr/cd940387-14c9-48ea-9fa3-3f8754ce44bf_1.84fdd32d7a8d5f73b9b29b772cfe272d.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff
937,117499991,Nature's Path Organic - Cereal Corn Flakes Fruit Juice Sweetened Resealable Eco Pac - 26.5 oz(pack of 2),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-Cereal-Corn-Flakes-Fruit-Juice-Sweetened-Resealable-Eco-Pac-26-5-oz-pack-of-2%2F117499991%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,37.99,,,,t,t,1,931,24406,https://i5.walmartimages.com/asr/9cdb597c-ccf4-4c25-a659-ca4d84058b6b_1.91d223663271f4104b2111583ca9f577.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
939,598625861,GreenMax (Mayushan) (Yam ; Black Sesame Instant Cereal 1 Pack) + One NineChef Spoon,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreenMax-Mayushan-Yam-amp-Black-Sesame-Instant-Cereal-1-Pack-One-NineChef-Spoon%2F598625861%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,14.99,,,,t,t,1,933,920,https://i5.walmartimages.com/asr/b4c1d036-b973-4250-acf2-20b4663f73a7_1.5525ac010bac76bfac06859daa4f1a7e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
940,726472686,"Kay's Natural Gluten Free Protein Honey Almond Cereal, 9.5 oz(pack of 4)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKay-s-Natural-Gluten-Free-Protein-Honey-Almond-Cereal-9-5-oz-pack-of-4%2F726472686%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,41.99,,,,t,t,1,934,24409,https://i5.walmartimages.com/asr/f9c99d6a-04ab-43a6-9931-da36af3cb11a_1.a24b4b0632b0ef40c42d2ce582f7de15.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
947,286585066,Nature's Path Organic - EnviroKidz Organic Cereal Amazon Frosted Flakes - 14 oz(pack of 1),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-EnviroKidz-Organic-Cereal-Amazon-Frosted-Flakes-14-oz-pack-of-1%2F286585066%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,18.99,,,,t,t,1,941,24416,https://i5.walmartimages.com/asr/e4168d2c-472c-46b1-ad98-f2340062d2ac_1.bf783dc17fbe5b7b6f4970a834167e1d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
976,917989173,12 Pack :       Coconut Chia Granola Cereal - Certified Organic With 30 Grams Of Whole Grains - Excellent Source Of Ala Omega-3 - 12.34 Ounce Box,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2F12-Pack-Coconut-Chia-Granola-Cereal-Certified-Organic-With-30-Grams-Of-Whole-Grains-Excellent-Source-Of-Ala-Omega-3-12-34-Ounce-Box%2F917989173%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,78.41,,,,t,t,1,943,787,https://i5.walmartimages.com/asr/13d88751-982b-455d-af04-91f175f4603e_1.33e09ecac4059fa4218c9b8a130c6015.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
977,174579563,"Earnest Eats Asian Blend Hot & Fit Cereal, 14 OZ (Pack of 6)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FEarnest-Eats-Asian-Blend-Hot-Fit-Cereal-14-OZ-Pack-of-6%2F174579563%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,42.29,,,,t,t,1,944,866,https://i5.walmartimages.com/asr/decc32c6-f3d4-458e-98da-e455924d113c_1.dacdcc0f8bfd69864a6f0730294a0f20.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1115,280733586,Vigilant Eats - Organic Superfood Oat-Based Cereal Coconut Maple Vanilla - 2.7 oz(pack of 6),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FVigilant-Eats-Organic-Superfood-Oat-Based-Cereal-Coconut-Maple-Vanilla-2-7-oz-pack-of-6%2F280733586%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,42.99,,,,t,t,1,946,763,https://i5.walmartimages.com/asr/b24ad39a-fb01-4746-bc9d-d8b1a6b822e4_1.0c63f77d091ee75accad69559e8077bd.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
904,174456414,Nature's Path Organic - Cereal Mesa Sunrise Gluten-Free Resealable Eco Pac - 26.5 oz(pack of 1),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-Cereal-Mesa-Sunrise-Gluten-Free-Resealable-Eco-Pac-26-5-oz-pack-of-1%2F174456414%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,22.99,,,,t,t,1,951,765,https://i5.walmartimages.com/asr/42d37d46-7d22-4bd4-9015-b3f59832972b_1.56a5e49901bd52d81f6e8e1af6d4c1d5.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
906,494739354,Erewhon - Organic Whole Grain Cereal Crispy Brown Rice - 10 oz(pack of 4),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FErewhon-Organic-Whole-Grain-Cereal-Crispy-Brown-Rice-10-oz-pack-of-4%2F494739354%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,38.99,,,,t,t,1,953,772,https://i5.walmartimages.com/asr/4543409e-0b35-4cdd-b6a8-f04fd97426fc_1.9b8fbadc36944ec9b84bc8079d62288e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
907,905466045,Love Grown Mighty Flakes™ Cereal Gluten Free Bean Flakes -- 10 oz pack of 12,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FLove-Grown-Mighty-Flakes-Cereal-Gluten-Free-Bean-Flakes-10-oz-pack-of-12%2F905466045%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,97.99,,,,t,t,1,954,726,https://i5.walmartimages.com/asr/4cc2c2dd-56e5-44a1-aa4a-541ed4fc51a2_1.b47e6881f59d1719fb69bc78a6c29ca1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1005,122784513,GreenMax (Mayushan) (Yam Nutritious Cereal 4 Pack)+ One NineChef Spoon,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreenMax-Mayushan-Yam-Nutritious-Cereal-4-Pack-One-NineChef-Spoon%2F122784513%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,39.99,,,,t,t,1,997,744,https://i5.walmartimages.com/asr/b9400c46-1ef3-4ecd-806f-754ca2bafc6f_1.01eab6230454d2c9c4073655b8ded4ec.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1014,978701108,One NineChef Spoon + GreenMax (Mayushan) (Yam ; Multi Grains Cereal (?????) 12 Pack (One Case)),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FOne-NineChef-Spoon-GreenMax-Mayushan-Yam-amp-Multi-Grains-Cereal-12-Pack-One-Case%2F978701108%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,102.99,,,,t,t,1,1007,753,https://i5.walmartimages.com/asr/f55ee058-61e2-488c-a109-4073a61837f4_1.c0112dac98bd783661f46d8edee3eddf.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1135,207708536,Nature's Path Organic - Cereal Corn Flakes Fruit Juice Sweetened Resealable Eco Pac - 26.5 oz(pack of 1),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-Cereal-Corn-Flakes-Fruit-Juice-Sweetened-Resealable-Eco-Pac-26-5-oz-pack-of-1%2F207708536%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,26.99,,,,t,t,1,1012,789,https://i5.walmartimages.com/asr/9cdb597c-ccf4-4c25-a659-ca4d84058b6b_1.91d223663271f4104b2111583ca9f577.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
990,905773754,Erewhon - Organic Whole Grain Cereal Crispy Brown Rice - 10 oz(pack of 3),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FErewhon-Organic-Whole-Grain-Cereal-Crispy-Brown-Rice-10-oz-pack-of-3%2F905773754%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,33.99,,,,t,t,1,1021,943,https://i5.walmartimages.com/asr/4543409e-0b35-4cdd-b6a8-f04fd97426fc_1.9b8fbadc36944ec9b84bc8079d62288e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1020,498720114,Field Day Cereal - Organic - Whole Grain - Cinnamon Crunch - 10 oz - Case of 12,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FField-Day-Cereal-Organic-Whole-Grain-Cinnamon-Crunch-10-oz-Case-of-12%2F498720114%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,70.98,,,,t,,1,1031,,https://i5.walmartimages.com/asr/57e7bf6a-cc5e-407f-b969-7d6372f55840_1.8ef7dd855c246ba89414af3f603445d6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1044,465560286,Nature's Path Organic - Cereal Corn Flakes Fruit Juice Sweetened Resealable Eco Pac - 26.5 oz(pack of 4),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-s-Path-Organic-Cereal-Corn-Flakes-Fruit-Juice-Sweetened-Resealable-Eco-Pac-26-5-oz-pack-of-4%2F465560286%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,58.99,,,,t,t,1,1051,938,https://i5.walmartimages.com/asr/9cdb597c-ccf4-4c25-a659-ca4d84058b6b_1.91d223663271f4104b2111583ca9f577.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1068,534495938,Vigilant Eats Goji Cacao Organic Oat Cereal 3 oz Bowls - Pack of 12,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FVigilant-Eats-Goji-Cacao-Organic-Oat-Cereal-3-oz-Bowls-Pack-of-12%2F534495938%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,43.7,,,,t,t,1,1053,946,https://i5.walmartimages.com/asr/8a904d0b-ae83-49a4-9837-07dfa9bbe2a0_1.d0099ba29cc2951a17decaf140a46b26.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff
1070,224095620,One NineChef Spoon + GreenMax (Mayushan) (Oats ; Pearl Barley Cereal (?????) 1 Pack),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FOne-NineChef-Spoon-GreenMax-Mayushan-Oats-amp-Pearl-Barley-Cereal-1-Pack%2F224095620%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,14.99,,,,t,t,1,1056,947,https://i5.walmartimages.com/asr/e1479462-89eb-4fe5-b997-e5215ae49cef_1.6bbf872fceee82911e910e08079a9958.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1202,783152192,GreenMax (Mayushan) (Yam Nutritious Cereal 12 Pack (One Case))+ One NineChef Spoon,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreenMax-Mayushan-Yam-Nutritious-Cereal-12-Pack-One-Case-One-NineChef-Spoon%2F783152192%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,102.99,,,,t,t,1,1066,954,https://i5.walmartimages.com/asr/b9400c46-1ef3-4ecd-806f-754ca2bafc6f_1.01eab6230454d2c9c4073655b8ded4ec.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
33,10818684,"Kellogg's Rice Krispies Cereal Family Size, 24 ounce",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKellogg-s-Rice-Krispies-Cereal-Family-Size-24-ounce%2F10818684%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kellogg's,Food > Breakfast & Cereal > Cold Cereal,3.98,,4.816,131,t,t,1,33,76,https://i5.walmartimages.com/asr/401e60d3-a467-4424-b229-3d510ded440c_2.5bb66eff8c03b3dbd3fb64aa30483340.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
58,10311409,Honey Nut Cheerios™ Gluten Free Cereal 12.25 oz Box,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FHoney-Nut-Cheerios-Gluten-Free-Cereal-12-25-oz-Box%2F10311409%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Cheerios,Food > Breakfast & Cereal > Cold Cereal,2.98,157.67,4.85,366,t,t,1,59,182,https://i5.walmartimages.com/asr/791163a6-8ae9-4262-a77f-22e9fa5e78cf_1.93655d9dd421a8edb91492ca01bcc950.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
106,21208469,"Kashi GoLean Cereal, 13.1 oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKashi-GoLean-Cereal-13-1-oz%2F21208469%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kashi,Food > Breakfast & Cereal > Cold Cereal,3.28,77.61,4.63,46,t,t,1,108,116,https://i5.walmartimages.com/asr/dcf44ea7-b8f1-4620-a6be-d9de89b0deed_1.ab0fdf07978d9a74fc9179735d889e7b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
142,24984278,"Kellogg's Special K Fruit & Yogurt Cereal, 12.5 oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKellogg-s-Special-K-Fruit-Yogurt-Cereal-12-5-oz%2F24984278%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kellogg's,Food > Breakfast & Cereal > Cold Cereal,2.98,,4.804,90,t,t,1,144,147,https://i5.walmartimages.com/asr/da346011-9194-4b17-a088-89806c465656_1.17d94eb02deed14b7be632214ac416ea.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
